"['Mid-Air_Machine', 'Everywhere_Outside__World_Music', 'Mid-Air_Machine_-_At_Least_It_Is.mp3']","
African, Piano, Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Mid-Air_Machine/Everywhere_Outside__World_Music/Mid-Air_Machine_-_At_Least_It_Is.mp3
"['Gargoyles_Numb_End', 'Arp_220__Arp_299', 'Gargoyles_Numb_End_-_01_-_Arp_220.mp3']","
Drum & Bass, Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Gargoyles_Numb_End/Arp_220__Arp_299/Gargoyles_Numb_End_-_01_-_Arp_220.mp3
"['Rolemusic', 'Rolemusic_-_Singles', 'Rolemusic_-_Step_to_Space.mp3']","
Chiptune, Synth Pop, Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/none_given/Rolemusic/Rolemusic_-_Singles/Rolemusic_-_Step_to_Space.mp3
"['BenJamin_Banger', 'BenJamin_Banger_-_Singles', 'BenJamin_Banger_-_Jungle.mp3']","
Rap, Jungle, Hip-Hop Beats, Instrumental ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/none_given/BenJamin_Banger/BenJamin_Banger_-_Singles/BenJamin_Banger_-_Jungle.mp3
"['Andrew_Codeman', 'Fall_Trajectory', 'Andrew_Codeman_-_03_-_Mussels_short_version.mp3']","
Electronic, Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Andrew_Codeman/Fall_Trajectory/Andrew_Codeman_-_03_-_Mussels_short_version.mp3
"['Andrew_Codeman', 'Fall_Trajectory', 'Andrew_Codeman_-_01_-_Tired_traveler_on_the_way_to_home.mp3']","
Electronic, Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Andrew_Codeman/Fall_Trajectory/Andrew_Codeman_-_01_-_Tired_traveler_on_the_way_to_home.mp3
"['Andrew_Codeman', 'Fall_Trajectory', 'Andrew_Codeman_-_02_-_Pourpose.mp3']","
Electronic, Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Andrew_Codeman/Fall_Trajectory/Andrew_Codeman_-_02_-_Pourpose.mp3
"['Andrew_Codeman', 'Neon_Wind', 'Andrew_Codeman_-_02_-_Bear_with_a_guitar.mp3']","
Jungle, Nu-Jazz ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Andrew_Codeman/Neon_Wind/Andrew_Codeman_-_02_-_Bear_with_a_guitar.mp3
"['Andrew_Codeman', 'Neon_Wind', 'Andrew_Codeman_-_01_-_Usual_Fight.mp3']","
Jungle, Nu-Jazz ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Andrew_Codeman/Neon_Wind/Andrew_Codeman_-_01_-_Usual_Fight.mp3
"['Lobo_Loco', 'Space_or_Fly', 'Lobo_Loco_-_12_-_Dragon_Fly_ID_894.mp3']","
Experimental, Freak-Folk, Latin, Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Lobo_Loco/Space_or_Fly/Lobo_Loco_-_12_-_Dragon_Fly_ID_894.mp3
"['Mid-Air_Machine', 'So_We_Telepathy__Experimental_Music', 'Mid-Air_Machine_-_The_Disgraced_Shrine_121__54.mp3']","
New Wave, Drum & Bass, Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Mid-Air_Machine/So_We_Telepathy__Experimental_Music/Mid-Air_Machine_-_The_Disgraced_Shrine_121__54.mp3
"['Mid-Air_Machine', 'Ability_to_Break__Energetic_Tracks', 'Mid-Air_Machine_-_A_Surprising_Power_117__44.mp3']","
Drum & Bass, Jungle, Instrumental ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Mid-Air_Machine/Ability_to_Break__Energetic_Tracks/Mid-Air_Machine_-_A_Surprising_Power_117__44.mp3
"['Richard_Jonas', 'Mid_Nineties_Mods_Salvage_3', 'Richard_Jonas_-_15_-_Turricanned_1995__2015_hybrid.mp3']","
Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Richard_Jonas/Mid_Nineties_Mods_Salvage_3/Richard_Jonas_-_15_-_Turricanned_1995__2015_hybrid.mp3
"['Richard_Jonas', 'Mid_Nineties_Mods_Salvage_3', 'Richard_Jonas_-_13_-_space100_jamiro2.mp3']","
Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Richard_Jonas/Mid_Nineties_Mods_Salvage_3/Richard_Jonas_-_13_-_space100_jamiro2.mp3
"['Richard_Jonas', 'Mid_Nineties_Mods_Salvage_3', 'Richard_Jonas_-_11_-_Hoodratzz_mix_93.mp3']","
Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Richard_Jonas/Mid_Nineties_Mods_Salvage_3/Richard_Jonas_-_11_-_Hoodratzz_mix_93.mp3
"['Richard_Jonas', 'Mid_Nineties_Mods_Salvage_3', 'Richard_Jonas_-_10_-_spacedude_ietsje_anders.mp3']","
Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Richard_Jonas/Mid_Nineties_Mods_Salvage_3/Richard_Jonas_-_10_-_spacedude_ietsje_anders.mp3
"['Richard_Jonas', 'Mid_Nineties_Mods_Salvage_3', 'Richard_Jonas_-_09_-_mod95.mp3']","
Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Richard_Jonas/Mid_Nineties_Mods_Salvage_3/Richard_Jonas_-_09_-_mod95.mp3
"['Richard_Jonas', 'Mid_Nineties_Mods_Salvage_3', 'Richard_Jonas_-_08_-_hhhaaarrrdddcccooorrreee.mp3']","
Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Richard_Jonas/Mid_Nineties_Mods_Salvage_3/Richard_Jonas_-_08_-_hhhaaarrrdddcccooorrreee.mp3
"['Richard_Jonas', 'Mid_Nineties_Mods_Salvage_3', 'Richard_Jonas_-_07_-_snelheid_124_edit.mp3']","
Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Richard_Jonas/Mid_Nineties_Mods_Salvage_3/Richard_Jonas_-_07_-_snelheid_124_edit.mp3
"['Richard_Jonas', 'Mid_Nineties_Mods_Salvage_3', 'Richard_Jonas_-_06_-_Leaders_techno_mix.mp3']","
Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Richard_Jonas/Mid_Nineties_Mods_Salvage_3/Richard_Jonas_-_06_-_Leaders_techno_mix.mp3
"['Richard_Jonas', 'Mid_Nineties_Mods_Salvage_3', 'Richard_Jonas_-_05_-_95-anders.mp3']","
Jungle ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Richard_Jonas/Mid_Nineties_Mods_Salvage_3/Richard_Jonas_-_05_-_95-anders.mp3
