"['Siddhartha', 'Constellations', 'Siddhartha_-_05_-_Lightstream.mp3']","
Ambient Electronic, Shoegaze, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/ccCommunity/Siddhartha/Constellations/Siddhartha_-_05_-_Lightstream.mp3
"['Uncan', 'Uncan_-_Singles', 'Uncan_-_01_-_Effemeah_Weeps.mp3']","
Classical, Electronic, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/none_given/Uncan/Uncan_-_Singles/Uncan_-_01_-_Effemeah_Weeps.mp3
"['Sro', 'Sro_-_Singles', 'Sro_-_Self_Driving.mp3']","
Electronic, Trip-Hop, Chill-out, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Sro/Sro_-_Singles/Sro_-_Self_Driving.mp3
"['yak_at', 'Live_at_KBOO_for_Grateful_Dead__Friends_08132016', 'yak_at_-_01_-_Yak_Attack-Aug_2016-LIVE.mp3']","
Electronic, House ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/KBOO/yak_at/Live_at_KBOO_for_Grateful_Dead__Friends_08132016/yak_at_-_01_-_Yak_Attack-Aug_2016-LIVE.mp3
"['Sro', 'Sro_-_Singles', 'Sro_-_The_Trippers.mp3']","
Electronic, Trip-Hop, Chill-out, Downtempo ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Sro/Sro_-_Singles/Sro_-_The_Trippers.mp3
"['Lobo_Loco', 'Diversity_of_Life', 'Lobo_Loco_-_08_-_View_Back_Softly_ID_1023.mp3']","
Ambient, Chill-out, Modern Jazz ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Lobo_Loco/Diversity_of_Life/Lobo_Loco_-_08_-_View_Back_Softly_ID_1023.mp3
"['Elephant_Funeral', 'We_Swore_In_Blood', 'Elephant_Funeral_-_09_-_What_I_Learned_From_Your_Mother.mp3']","
Folk, Hip-Hop, Free-Folk, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Elephant_Funeral/We_Swore_In_Blood/Elephant_Funeral_-_09_-_What_I_Learned_From_Your_Mother.mp3
"['Elephant_f', 'We_Swore_In_Blood', 'Elephant_f_-_06_-_We_Blessed_The_Sun.mp3']","
Folk, Hip-Hop, Free-Folk, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Elephant_f/We_Swore_In_Blood/Elephant_f_-_06_-_We_Blessed_The_Sun.mp3
"['Elephant_Funeral', 'We_Swore_In_Blood', 'Elephant_Funeral_-_07_-_Water_Vibes_Ft_Intica.mp3']","
Folk, Hip-Hop, Free-Folk, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Elephant_Funeral/We_Swore_In_Blood/Elephant_Funeral_-_07_-_Water_Vibes_Ft_Intica.mp3
"['Elephant_f', 'We_Swore_In_Blood', 'Elephant_f_-_08_-_Walking_on_Coal_Dust_Garbage_Vocals.mp3']","
Folk, Hip-Hop, Free-Folk, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Elephant_f/We_Swore_In_Blood/Elephant_f_-_08_-_Walking_on_Coal_Dust_Garbage_Vocals.mp3
"['Elephant_Funeral', 'We_Swore_In_Blood', 'Elephant_Funeral_-_02_-_Shake_The_Dust_Ft_December_Rose.mp3']","
Folk, Hip-Hop, Free-Folk, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Elephant_Funeral/We_Swore_In_Blood/Elephant_Funeral_-_02_-_Shake_The_Dust_Ft_December_Rose.mp3
"['Elephant_Funeral', 'We_Swore_In_Blood', 'Elephant_Funeral_-_05_-_Haunted.mp3']","
Folk, Hip-Hop, Free-Folk, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Elephant_Funeral/We_Swore_In_Blood/Elephant_Funeral_-_05_-_Haunted.mp3
"['Elephant_Funeral', 'We_Swore_In_Blood', 'Elephant_Funeral_-_01_-_Fuckingggg_Leaveeee.mp3']","
Folk, Hip-Hop, Free-Folk, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Elephant_Funeral/We_Swore_In_Blood/Elephant_Funeral_-_01_-_Fuckingggg_Leaveeee.mp3
"['Elephant_f', 'We_Swore_In_Blood', 'Elephant_f_-_10_-_Elsewhere.mp3']","
Folk, Hip-Hop, Free-Folk, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Elephant_f/We_Swore_In_Blood/Elephant_f_-_10_-_Elsewhere.mp3
"['We_Swore_In_Blood', '11_-_Darth_Vaders_Regrets.mp3']","
Folk, Hip-Hop, Free-Folk, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/We_Swore_In_Blood/11_-_Darth_Vaders_Regrets.mp3
"['Elephant_Funera', 'We_Swore_In_Blood', 'Elephant_Funera_-_04_-_That_Whore_Eve.mp3']","
Folk, Hip-Hop, Free-Folk, Chill-out ",https://files.freemusicarchive.org/storage-freemusicarchive-org/music/no_curator/Elephant_Funera/We_Swore_In_Blood/Elephant_Funera_-_04_-_That_Whore_Eve.mp3
